epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2517.02,0.84814,0.37352,0.97791,0.95802,0.98118,0.96383,0.67547,1.20037,0.4295,1.10244,0.000916875,0.000916875,0.000916875
183,2528.04,0.84677,0.38686,0.97542,0.94513,0.97589,0.96187,0.67237,1.20077,0.42949,1.11109,0.000914046,0.000914046,0.000914046
184,2539.13,0.87059,0.38203,0.98105,0.94803,0.95322,0.95672,0.66626,1.20576,0.48229,1.10267,0.000911216,0.000911216,0.000911216
185,2550.49,0.85724,0.38089,0.98409,0.95366,0.97351,0.96391,0.67223,1.20724,0.43676,1.11132,0.000908387,0.000908387,0.000908387
186,2565.91,0.84316,0.37453,0.9801,0.95928,0.97375,0.96456,0.67538,1.20892,0.42916,1.11193,0.000905557,0.000905557,0.000905557
187,2608.49,0.87044,0.37036,0.98211,0.95788,0.96518,0.97055,0.67921,1.19486,0.44112,1.10648,0.000902728,0.000902728,0.000902728
188,2644.3,0.8788,0.37615,0.97731,0.93887,0.98086,0.96497,0.67906,1.20879,0.44764,1.11625,0.000899898,0.000899898,0.000899898
189,2655.03,0.86315,0.3808,0.97661,0.95245,0.97546,0.96695,0.67825,1.18082,0.42414,1.10689,0.000897069,0.000897069,0.000897069
190,2665.61,0.85199,0.37989,0.97763,0.9555,0.97765,0.97224,0.6882,1.19759,0.42711,1.10128,0.00089424,0.00089424,0.00089424
191,2676.3,0.8227,0.37645,0.97236,0.95567,0.97326,0.97651,0.68312,1.19476,0.42928,1.10762,0.00089141,0.00089141,0.00089141
192,2687,0.84893,0.38311,0.9799,0.9516,0.98108,0.9662,0.6668,1.22268,0.44081,1.11998,0.000888581,0.000888581,0.000888581
193,2697.89,0.86555,0.38268,0.98876,0.95415,0.97609,0.96954,0.67083,1.22449,0.42387,1.12139,0.000885751,0.000885751,0.000885751
